Purchase_Fact_ID,Customer_ID,Product_ID,Channel_ID,Time_ID,Device_ID,Payment_ID,Marketing_ID,Shipping_ID,Purchase_Amount,Frequency_of_Purchase,Brand_Loyalty_Score,Product_Rating,Time_Spent_Research_Hours,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Discount_Used,Purchase_Intent,Time_to_Decision_Days
2115,95-112-6724,17,1,20240421,1,1,10,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2116,95-112-6724,17,1,20240421,1,1,14,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2117,95-112-6724,17,1,20240421,1,1,18,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2118,95-112-6724,17,1,20240421,1,1,22,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2119,95-112-6724,17,1,20240421,1,1,26,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2120,95-112-6724,17,1,20240421,1,1,30,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2121,95-112-6724,17,1,20240421,1,1,34,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2122,95-112-6724,17,1,20240421,1,1,38,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2123,95-112-6724,17,1,20240421,1,1,42,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2124,95-112-6724,17,1,20240421,1,1,46,3,301.39,6,2,1,0,1,4,Low,0,Need-based,11
2125,27-262-6874,2,2,20240724,3,3,1,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2126,27-262-6874,2,2,20240724,3,3,5,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2127,27-262-6874,2,2,20240724,3,3,9,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2128,27-262-6874,2,2,20240724,3,3,13,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2129,27-262-6874,2,2,20240724,3,3,17,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2130,27-262-6874,2,2,20240724,3,3,21,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2131,27-262-6874,2,2,20240724,3,3,25,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2132,27-262-6874,2,2,20240724,3,3,29,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2133,27-262-6874,2,2,20240724,3,3,33,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2134,27-262-6874,2,2,20240724,3,3,37,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2135,27-262-6874,2,2,20240724,3,3,41,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2136,27-262-6874,2,2,20240724,3,3,45,2,473.50,11,2,4,1,2,3,High,0,Impulsive,10
2137,92-908-5062,5,3,20240820,1,5,1,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2138,92-908-5062,5,3,20240820,1,5,5,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2139,92-908-5062,5,3,20240820,1,5,9,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2140,92-908-5062,5,3,20240820,1,5,13,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2141,92-908-5062,5,3,20240820,1,5,17,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2142,92-908-5062,5,3,20240820,1,5,21,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2143,92-908-5062,5,3,20240820,1,5,25,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2144,92-908-5062,5,3,20240820,1,5,29,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2145,92-908-5062,5,3,20240820,1,5,33,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2146,92-908-5062,5,3,20240820,1,5,37,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2147,92-908-5062,5,3,20240820,1,5,41,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2148,92-908-5062,5,3,20240820,1,5,45,2,72.80,11,2,4,1,2,10,High,1,Need-based,3
2149,70-014-6406,11,1,20240324,1,5,4,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2150,70-014-6406,11,1,20240324,1,5,8,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2151,70-014-6406,11,1,20240324,1,5,12,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2152,70-014-6406,11,1,20240324,1,5,16,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2153,70-014-6406,11,1,20240324,1,5,20,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2154,70-014-6406,11,1,20240324,1,5,24,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2155,70-014-6406,11,1,20240324,1,5,28,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2156,70-014-6406,11,1,20240324,1,5,32,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2157,70-014-6406,11,1,20240324,1,5,36,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2158,70-014-6406,11,1,20240324,1,5,40,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2159,70-014-6406,11,1,20240324,1,5,44,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2160,70-014-6406,11,1,20240324,1,5,48,1,171.72,3,5,3,1,1,2,None,0,Impulsive,12
2161,52-908-9971,3,3,20240404,1,5,1,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2162,52-908-9971,3,3,20240404,1,5,5,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2163,52-908-9971,3,3,20240404,1,5,9,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2164,52-908-9971,3,3,20240404,1,5,13,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2165,52-908-9971,3,3,20240404,1,5,17,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2166,52-908-9971,3,3,20240404,1,5,21,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2167,52-908-9971,3,3,20240404,1,5,25,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2168,52-908-9971,3,3,20240404,1,5,29,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2169,52-908-9971,3,3,20240404,1,5,33,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2170,52-908-9971,3,3,20240404,1,5,37,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2171,52-908-9971,3,3,20240404,1,5,41,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2172,52-908-9971,3,3,20240404,1,5,45,3,467.50,6,2,1,0,1,1,High,0,Planned,6
2173,57-623-5362,6,2,20240913,3,3,2,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2174,57-623-5362,6,2,20240913,3,3,6,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2175,57-623-5362,6,2,20240913,3,3,10,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2176,57-623-5362,6,2,20240913,3,3,14,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2177,57-623-5362,6,2,20240913,3,3,18,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2178,57-623-5362,6,2,20240913,3,3,22,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2179,57-623-5362,6,2,20240913,3,3,26,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2180,57-623-5362,6,2,20240913,3,3,30,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2181,57-623-5362,6,2,20240913,3,3,34,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2182,57-623-5362,6,2,20240913,3,3,38,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2183,57-623-5362,6,2,20240913,3,3,42,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2184,57-623-5362,6,2,20240913,3,3,46,1,209.79,6,5,1,2,1,9,Low,1,Need-based,10
2185,48-315-0196,4,3,20240424,1,1,3,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2186,48-315-0196,4,3,20240424,1,1,7,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2187,48-315-0196,4,3,20240424,1,1,11,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2188,48-315-0196,4,3,20240424,1,1,15,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2189,48-315-0196,4,3,20240424,1,1,19,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2190,48-315-0196,4,3,20240424,1,1,23,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2191,48-315-0196,4,3,20240424,1,1,27,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2192,48-315-0196,4,3,20240424,1,1,31,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2193,48-315-0196,4,3,20240424,1,1,35,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2194,48-315-0196,4,3,20240424,1,1,39,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2195,48-315-0196,4,3,20240424,1,1,43,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2196,48-315-0196,4,3,20240424,1,1,47,2,150.33,9,4,4,2,2,9,Medium,1,Wants-based,6
2197,71-959-3896,8,1,20240109,3,3,2,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2198,71-959-3896,8,1,20240109,3,3,6,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2199,71-959-3896,8,1,20240109,3,3,10,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2200,71-959-3896,8,1,20240109,3,3,14,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2201,71-959-3896,8,1,20240109,3,3,18,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2202,71-959-3896,8,1,20240109,3,3,22,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2203,71-959-3896,8,1,20240109,3,3,26,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2204,71-959-3896,8,1,20240109,3,3,30,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2205,71-959-3896,8,1,20240109,3,3,34,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2206,71-959-3896,8,1,20240109,3,3,38,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2207,71-959-3896,8,1,20240109,3,3,42,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2208,71-959-3896,8,1,20240109,3,3,46,1,98.63,7,4,5,2,1,3,Low,0,Planned,6
2209,29-987-3969,22,2,20240603,3,3,3,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2210,29-987-3969,22,2,20240603,3,3,7,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2211,29-987-3969,22,2,20240603,3,3,11,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2212,29-987-3969,22,2,20240603,3,3,15,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2213,29-987-3969,22,2,20240603,3,3,19,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2214,29-987-3969,22,2,20240603,3,3,23,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2215,29-987-3969,22,2,20240603,3,3,27,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2216,29-987-3969,22,2,20240603,3,3,31,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2217,29-987-3969,22,2,20240603,3,3,35,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2218,29-987-3969,22,2,20240603,3,3,39,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2219,29-987-3969,22,2,20240603,3,3,43,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2220,29-987-3969,22,2,20240603,3,3,47,3,193.30,11,4,2,2,2,1,Medium,1,Planned,12
2221,78-613-1546,8,3,20240623,1,2,3,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2222,78-613-1546,8,3,20240623,1,2,7,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2223,78-613-1546,8,3,20240623,1,2,11,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2224,78-613-1546,8,3,20240623,1,2,15,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2225,78-613-1546,8,3,20240623,1,2,19,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2226,78-613-1546,8,3,20240623,1,2,23,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2227,78-613-1546,8,3,20240623,1,2,27,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2228,78-613-1546,8,3,20240623,1,2,31,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2229,78-613-1546,8,3,20240623,1,2,35,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2230,78-613-1546,8,3,20240623,1,2,39,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2231,78-613-1546,8,3,20240623,1,2,43,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2232,78-613-1546,8,3,20240623,1,2,47,2,145.02,7,3,2,0,1,1,Medium,1,Wants-based,9
2233,43-664-4451,13,1,20241130,1,5,1,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2234,43-664-4451,13,1,20241130,1,5,5,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2235,43-664-4451,13,1,20241130,1,5,9,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2236,43-664-4451,13,1,20241130,1,5,13,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2237,43-664-4451,13,1,20241130,1,5,17,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2238,43-664-4451,13,1,20241130,1,5,21,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2239,43-664-4451,13,1,20241130,1,5,25,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2240,43-664-4451,13,1,20241130,1,5,29,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2241,43-664-4451,13,1,20241130,1,5,33,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2242,43-664-4451,13,1,20241130,1,5,37,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2243,43-664-4451,13,1,20241130,1,5,41,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2244,43-664-4451,13,1,20241130,1,5,45,1,294.99,4,3,5,2,1,4,High,0,Need-based,5
2245,34-095-3364,4,2,20241024,2,5,1,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2246,34-095-3364,4,2,20241024,2,5,5,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2247,34-095-3364,4,2,20241024,2,5,9,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2248,34-095-3364,4,2,20241024,2,5,13,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2249,34-095-3364,4,2,20241024,2,5,17,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2250,34-095-3364,4,2,20241024,2,5,21,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2251,34-095-3364,4,2,20241024,2,5,25,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2252,34-095-3364,4,2,20241024,2,5,29,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2253,34-095-3364,4,2,20241024,2,5,33,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2254,34-095-3364,4,2,20241024,2,5,37,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2255,34-095-3364,4,2,20241024,2,5,41,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2256,34-095-3364,4,2,20241024,2,5,45,2,305.45,2,5,5,1,1,1,High,0,Impulsive,9
2257,04-609-7885,14,1,20240623,1,5,3,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2258,04-609-7885,14,1,20240623,1,5,7,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2259,04-609-7885,14,1,20240623,1,5,11,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2260,04-609-7885,14,1,20240623,1,5,15,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2261,04-609-7885,14,1,20240623,1,5,19,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2262,04-609-7885,14,1,20240623,1,5,23,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2263,04-609-7885,14,1,20240623,1,5,27,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2264,04-609-7885,14,1,20240623,1,5,31,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2265,04-609-7885,14,1,20240623,1,5,35,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2266,04-609-7885,14,1,20240623,1,5,39,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2267,04-609-7885,14,1,20240623,1,5,43,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2268,04-609-7885,14,1,20240623,1,5,47,3,160.89,10,5,5,2,2,6,Medium,1,Planned,13
2269,73-139-4306,8,1,20240320,1,5,3,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2270,73-139-4306,8,1,20240320,1,5,7,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2271,73-139-4306,8,1,20240320,1,5,11,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2272,73-139-4306,8,1,20240320,1,5,15,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2273,73-139-4306,8,1,20240320,1,5,19,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2274,73-139-4306,8,1,20240320,1,5,23,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2275,73-139-4306,8,1,20240320,1,5,27,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2276,73-139-4306,8,1,20240320,1,5,31,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2277,73-139-4306,8,1,20240320,1,5,35,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2278,73-139-4306,8,1,20240320,1,5,39,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2279,73-139-4306,8,1,20240320,1,5,43,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2280,73-139-4306,8,1,20240320,1,5,47,3,139.10,7,2,5,0,2,3,Medium,0,Impulsive,8
2281,23-794-8196,6,2,20240409,2,2,1,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2282,23-794-8196,6,2,20240409,2,2,5,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2283,23-794-8196,6,2,20240409,2,2,9,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2284,23-794-8196,6,2,20240409,2,2,13,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2285,23-794-8196,6,2,20240409,2,2,17,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2286,23-794-8196,6,2,20240409,2,2,21,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2287,23-794-8196,6,2,20240409,2,2,25,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2288,23-794-8196,6,2,20240409,2,2,29,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2289,23-794-8196,6,2,20240409,2,2,33,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2290,23-794-8196,6,2,20240409,2,2,37,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2291,23-794-8196,6,2,20240409,2,2,41,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2292,23-794-8196,6,2,20240409,2,2,45,1,268.28,9,5,2,2,2,2,High,0,Need-based,8
2293,66-050-6391,10,1,20241019,3,3,4,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2294,66-050-6391,10,1,20241019,3,3,8,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2295,66-050-6391,10,1,20241019,3,3,12,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2296,66-050-6391,10,1,20241019,3,3,16,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2297,66-050-6391,10,1,20241019,3,3,20,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2298,66-050-6391,10,1,20241019,3,3,24,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2299,66-050-6391,10,1,20241019,3,3,28,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2300,66-050-6391,10,1,20241019,3,3,32,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2301,66-050-6391,10,1,20241019,3,3,36,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2302,66-050-6391,10,1,20241019,3,3,40,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2303,66-050-6391,10,1,20241019,3,3,44,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2304,66-050-6391,10,1,20241019,3,3,48,2,64.49,6,2,1,0,1,10,None,0,Planned,7
2305,22-311-5460,18,1,20240510,3,2,4,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2306,22-311-5460,18,1,20240510,3,2,8,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2307,22-311-5460,18,1,20240510,3,2,12,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2308,22-311-5460,18,1,20240510,3,2,16,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2309,22-311-5460,18,1,20240510,3,2,20,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2310,22-311-5460,18,1,20240510,3,2,24,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2311,22-311-5460,18,1,20240510,3,2,28,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2312,22-311-5460,18,1,20240510,3,2,32,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2313,22-311-5460,18,1,20240510,3,2,36,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2314,22-311-5460,18,1,20240510,3,2,40,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2315,22-311-5460,18,1,20240510,3,2,44,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2316,22-311-5460,18,1,20240510,3,2,48,3,80.17,10,1,1,1,1,8,None,1,Planned,6
2317,51-917-0766,12,3,20240514,2,5,3,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2318,51-917-0766,12,3,20240514,2,5,7,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2319,51-917-0766,12,3,20240514,2,5,11,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2320,51-917-0766,12,3,20240514,2,5,15,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2321,51-917-0766,12,3,20240514,2,5,19,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2322,51-917-0766,12,3,20240514,2,5,23,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2323,51-917-0766,12,3,20240514,2,5,27,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2324,51-917-0766,12,3,20240514,2,5,31,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2325,51-917-0766,12,3,20240514,2,5,35,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2326,51-917-0766,12,3,20240514,2,5,39,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2327,51-917-0766,12,3,20240514,2,5,43,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2328,51-917-0766,12,3,20240514,2,5,47,1,277.52,11,4,1,0,1,7,Medium,1,Need-based,11
2329,53-013-1026,13,1,20240413,1,5,1,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2330,53-013-1026,13,1,20240413,1,5,5,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2331,53-013-1026,13,1,20240413,1,5,9,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2332,53-013-1026,13,1,20240413,1,5,13,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2333,53-013-1026,13,1,20240413,1,5,17,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2334,53-013-1026,13,1,20240413,1,5,21,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2335,53-013-1026,13,1,20240413,1,5,25,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2336,53-013-1026,13,1,20240413,1,5,29,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2337,53-013-1026,13,1,20240413,1,5,33,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2338,53-013-1026,13,1,20240413,1,5,37,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2339,53-013-1026,13,1,20240413,1,5,41,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2340,53-013-1026,13,1,20240413,1,5,45,2,53.67,7,3,5,1,0,2,High,0,Planned,11
2341,29-779-3457,4,3,20240104,3,4,1,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2342,29-779-3457,4,3,20240104,3,4,5,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2343,29-779-3457,4,3,20240104,3,4,9,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2344,29-779-3457,4,3,20240104,3,4,13,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2345,29-779-3457,4,3,20240104,3,4,17,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2346,29-779-3457,4,3,20240104,3,4,21,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2347,29-779-3457,4,3,20240104,3,4,25,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2348,29-779-3457,4,3,20240104,3,4,29,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2349,29-779-3457,4,3,20240104,3,4,33,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2350,29-779-3457,4,3,20240104,3,4,37,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2351,29-779-3457,4,3,20240104,3,4,41,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2352,29-779-3457,4,3,20240104,3,4,45,3,323.39,10,2,3,2,0,7,High,1,Need-based,11
2353,18-047-5540,10,3,20240630,1,1,1,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2354,18-047-5540,10,3,20240630,1,1,5,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2355,18-047-5540,10,3,20240630,1,1,9,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2356,18-047-5540,10,3,20240630,1,1,13,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2357,18-047-5540,10,3,20240630,1,1,17,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2358,18-047-5540,10,3,20240630,1,1,21,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2359,18-047-5540,10,3,20240630,1,1,25,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2360,18-047-5540,10,3,20240630,1,1,29,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2361,18-047-5540,10,3,20240630,1,1,33,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2362,18-047-5540,10,3,20240630,1,1,37,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2363,18-047-5540,10,3,20240630,1,1,41,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2364,18-047-5540,10,3,20240630,1,1,45,3,98.02,5,3,3,1,0,3,High,1,Planned,10
2365,89-438-5310,20,3,20240430,1,4,2,3,231.26,10,5,1,2,2,5,Low,0,Impulsive,10
2366,89-438-5310,20,3,20240430,1,4,6,3,231.26,10,5,1,2,2,5,Low,0,Impulsive,10
2367,89-438-5310,20,3,20240430,1,4,10,3,231.26,10,5,1,2,2,5,Low,0,Impulsive,10
2368,89-438-5310,20,3,20240430,1,4,14,3,231.26,10,5,1,2,2,5,Low,0,Impulsive,10
2369,89-438-5310,20,3,20240430,1,4,18,3,231.26,10,5,1,2,2,5,Low,0,Impulsive,10
2370,89-438-5310,20,3,20240430,1,4,22,3,231.26,10,5,1,2,2,5,Low,0,Impulsive,10
2371,89-438-5310,20,3,20240430,1,4,26,3,231.26,10,5,1,2,2,5,Low,0,Impulsive,10
